               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.037886,            0.030651,          0.00033238,              0.9003,              0.7924,             0.87218,              0.6101,            0.032184,            0.016116,          0.00070934,            0.003169,            0.003169,            0.003169
                  71,            0.037575,            0.030337,          0.00028227,             0.89653,             0.79186,             0.87223,             0.61141,            0.032155,            0.016114,          0.00070177,             0.00307,             0.00307,             0.00307
                  72,            0.037608,             0.03031,          0.00034496,             0.89444,             0.79605,             0.87487,             0.61352,            0.032092,            0.016066,          0.00065278,            0.002971,            0.002971,            0.002971
                  73,            0.037525,            0.030491,          0.00027353,             0.89909,             0.79655,             0.87562,             0.61384,            0.032068,            0.016058,          0.00061757,            0.002872,            0.002872,            0.002872
                  74,            0.037331,             0.03018,          0.00030742,             0.90188,             0.79344,             0.87504,             0.61587,            0.032067,             0.01604,          0.00058645,            0.002773,            0.002773,            0.002773
                  75,            0.037171,            0.030032,          0.00028011,             0.89942,             0.79445,             0.87542,             0.61696,            0.032092,             0.01603,          0.00059896,            0.002674,            0.002674,            0.002674
                  76,            0.037204,            0.030025,          0.00028012,             0.89885,             0.79383,             0.87479,             0.61719,            0.032083,            0.016024,          0.00060634,            0.002575,            0.002575,            0.002575
                  77,            0.037102,              0.0298,          0.00026696,             0.89291,             0.79953,             0.87516,             0.61721,             0.03205,            0.016029,          0.00061058,            0.002476,            0.002476,            0.002476
                  78,            0.036875,            0.029699,          0.00024176,             0.88963,             0.80037,             0.87449,             0.61747,             0.03204,            0.016032,          0.00060306,            0.002377,            0.002377,            0.002377
                  79,            0.036668,            0.029607,          0.00027595,             0.89823,               0.792,             0.87364,             0.61768,            0.032029,            0.016061,          0.00059845,            0.002278,            0.002278,            0.002278
                  80,            0.036756,            0.029456,          0.00026371,             0.89563,             0.79637,             0.87449,             0.61899,            0.032026,            0.016074,          0.00060206,            0.002179,            0.002179,            0.002179
                  81,            0.036508,            0.029345,          0.00026589,             0.89678,             0.79533,              0.8749,             0.61863,            0.032028,            0.016079,          0.00061745,             0.00208,             0.00208,             0.00208
                  82,            0.036316,            0.029317,          0.00026276,             0.89754,              0.7908,             0.87461,             0.61846,            0.032024,            0.016081,          0.00062898,            0.001981,            0.001981,            0.001981
                  83,            0.036419,            0.029044,          0.00024659,             0.89592,             0.79347,             0.87401,             0.61862,            0.032018,            0.016089,          0.00063792,            0.001882,            0.001882,            0.001882
                  84,            0.036311,            0.029216,          0.00026741,             0.89504,             0.79482,             0.87341,             0.61867,            0.032026,              0.0161,          0.00063677,            0.001783,            0.001783,            0.001783
